model,problem,chunk_idx,n_chunks,rel_pos,in_degree,out_degree,n_descendants,frac_descendants,cf_kl,cf_acc,resamp_kl,overdet,tags
deepseek-r1-distill-llama-8b,problem_2050,68,203,0.33663366336633666,1,1,2,0.009900990099009901,0.0065146805815259135,0.010000000000000009,0.010050335646067225,0.65,plan_generation
deepseek-r1-distill-llama-8b,problem_2050,69,203,0.3415841584158416,1,1,1,0.0049504950495049506,0.0,0.0,0.19718232272925265,0.76,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,70,203,0.3465346534653465,1,0,0,0.0,0.0,0.0,0.0,0.9494949494949495,active_computation
deepseek-r1-distill-llama-8b,problem_2050,71,203,0.35148514851485146,0,0,0,0.0,0.0,0.0,0.0,0.797979797979798,uncertainty_management
deepseek-r1-distill-llama-8b,problem_2050,72,203,0.3564356435643564,0,0,0,0.0,0.015873348591490054,0.020000000000000018,0.02020270690244599,0.6,uncertainty_management
deepseek-r1-distill-llama-8b,problem_2050,73,203,0.3613861386138614,1,1,3,0.01485148514851485,0.45728423825278786,-0.012471910112359597,0.4045159929152422,0.56,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,74,203,0.36633663366336633,1,1,2,0.009900990099009901,0.009302392437005492,0.0,0.1972828260877841,0.33999999999999997,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,75,203,0.3712871287128713,1,1,1,0.0049504950495049506,0.0,0.0,0.0,0.76,active_computation
deepseek-r1-distill-llama-8b,problem_2050,76,203,0.37623762376237624,1,0,0,0.0,0.014598798760127771,0.020000000000000018,0.02020270690244599,0.61,self_checking
deepseek-r1-distill-llama-8b,problem_2050,77,203,0.3811881188118812,0,0,0,0.0,0.41865593060134876,-0.00020202020202020332,0.41446531673820497,0.31999999999999995,uncertainty_management
deepseek-r1-distill-llama-8b,problem_2050,78,203,0.38613861386138615,0,0,0,0.0,0.25730241132615495,0.00530864197530867,0.2103525567273638,0.36,uncertainty_management
deepseek-r1-distill-llama-8b,problem_2050,79,203,0.3910891089108911,1,1,40,0.19801980198019803,0.025975485009961895,0.010000000000000009,0.6157643134468519,0.21999999999999997,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,80,203,0.39603960396039606,1,1,39,0.19306930693069307,0.026846675193976335,-0.02124999999999999,0.0,0.83,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,81,203,0.400990099009901,1,1,38,0.18811881188118812,0.24173570937217426,-0.012048192771084376,0.19718232272925265,0.32999999999999996,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,82,203,0.40594059405940597,1,1,37,0.18316831683168316,0.018018505026380315,0.020000000000000018,0.02020270689825649,0.6060606060606061,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,83,203,0.41089108910891087,1,4,36,0.1782178217821782,0.30023349534033705,0.027583527583527667,0.43488375620132463,0.38,active_computation
deepseek-r1-distill-llama-8b,problem_2050,84,203,0.4158415841584158,1,1,22,0.10891089108910891,1.0933711883763644,-0.031282051282051304,0.850810885762404,0.38383838383838387,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,85,203,0.4207920792079208,1,1,21,0.10396039603960396,0.0,0.0,0.3946666639903824,0.9,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,86,203,0.42574257425742573,1,1,20,0.09900990099009901,0.005305050518163533,0.010000000000000009,0.010050335646067225,0.74,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,87,203,0.4306930693069307,5,1,19,0.09405940594059406,0.01929320198012673,0.020000000000000018,0.010050847541843233,0.54,result_consolidation
deepseek-r1-distill-llama-8b,problem_2050,88,203,0.43564356435643564,1,1,18,0.0891089108910891,0.015504179177428613,0.010000000000000009,0.19728333454604008,0.56,result_consolidation
deepseek-r1-distill-llama-8b,problem_2050,89,203,0.4405940594059406,1,1,17,0.08415841584158416,0.018928008862775826,0.020000000000000018,0.010050847541843233,0.25,plan_generation
deepseek-r1-distill-llama-8b,problem_2050,90,203,0.44554455445544555,1,1,16,0.07920792079207921,0.010101063116379061,0.0,0.3946666639903824,0.89,active_computation
deepseek-r1-distill-llama-8b,problem_2050,91,203,0.4504950495049505,1,1,15,0.07425742574257425,0.0,0.0,0.0,0.77,plan_generation
deepseek-r1-distill-llama-8b,problem_2050,92,203,0.45544554455445546,1,1,14,0.06930693069306931,0.013513718369675578,0.020000000000000018,0.02020270690244599,0.64,active_computation
deepseek-r1-distill-llama-8b,problem_2050,93,203,0.4603960396039604,1,1,13,0.06435643564356436,0.4274048560728735,-0.021505376344086002,0.3946666639903824,0.92,active_computation
deepseek-r1-distill-llama-8b,problem_2050,94,203,0.46534653465346537,1,1,12,0.0594059405940594,0.0,0.0,0.0,0.61,active_computation
deepseek-r1-distill-llama-8b,problem_2050,95,203,0.47029702970297027,1,1,11,0.054455445544554455,0.008583743439177014,0.010000000000000009,0.010050335643973571,0.5252525252525253,active_computation
deepseek-r1-distill-llama-8b,problem_2050,96,203,0.4752475247524752,1,1,10,0.04950495049504951,0.010526410839735469,0.010000000000000009,0.0,0.95,active_computation
deepseek-r1-distill-llama-8b,problem_2050,97,203,0.4801980198019802,1,1,9,0.04455445544554455,0.20723265837324717,0.0,0.20723265837324717,0.96,active_computation
deepseek-r1-distill-llama-8b,problem_2050,98,203,0.48514851485148514,1,1,8,0.039603960396039604,0.0,0.0,0.0,0.95,active_computation
deepseek-r1-distill-llama-8b,problem_2050,99,203,0.4900990099009901,1,1,7,0.034653465346534656,5.118958767813786e-07,0.00010101010101004615,5.118958767813786e-07,0.95,active_computation
deepseek-r1-distill-llama-8b,problem_2050,100,203,0.49504950495049505,1,1,6,0.0297029702970297,0.0,0.0,0.20932643114486277,0.9595959595959596,result_consolidation
deepseek-r1-distill-llama-8b,problem_2050,101,203,0.5,1,1,5,0.024752475247524754,0.0081633103676194,0.0,0.19718232272925265,0.88,active_computation
deepseek-r1-distill-llama-8b,problem_2050,102,203,0.504950495049505,1,1,4,0.019801980198019802,0.0,0.0,0.0,0.9090909090909091,active_computation
deepseek-r1-distill-llama-8b,problem_2050,103,203,0.5099009900990099,1,2,3,0.01485148514851485,0.0,0.0,0.0,0.75,result_consolidation
deepseek-r1-distill-llama-8b,problem_2050,104,203,0.5148514851485149,0,0,0,0.0,0.011834456963026936,0.020000000000000018,0.0202027071029492,0.72,uncertainty_management
deepseek-r1-distill-llama-8b,problem_2050,105,203,0.5198019801980198,1,0,0,0.0,0.40852960739494965,-0.020000000000000018,0.40852960739494965,0.24,self_checking
deepseek-r1-distill-llama-8b,problem_2050,106,203,0.5247524752475248,1,0,0,0.0,0.0,0.0,0.0,0.15000000000000002,self_checking
deepseek-r1-distill-llama-8b,problem_2050,107,203,0.5297029702970297,1,1,2,0.009900990099009901,0.007326039766719369,0.010000000000000009,0.010050335646067225,0.010000000000000009,self_checking
deepseek-r1-distill-llama-8b,problem_2050,108,203,0.5346534653465347,1,1,1,0.0049504950495049506,0.00560225462155828,0.0,0.1972828260877841,0.6799999999999999,self_checking
deepseek-r1-distill-llama-8b,problem_2050,109,203,0.5396039603960396,1,0,0,0.0,0.007843177174947145,0.010000000000000009,0.010050335646067225,0.38,self_checking
deepseek-r1-distill-llama-8b,problem_2050,110,203,0.5445544554455446,1,1,4,0.019801980198019802,0.006349227199121581,0.0,0.1972828260877841,0.22999999999999998,self_checking
deepseek-r1-distill-llama-8b,problem_2050,111,203,0.5495049504950495,1,1,3,0.01485148514851485,0.0,0.0,0.0,0.4,self_checking
deepseek-r1-distill-llama-8b,problem_2050,112,203,0.5544554455445545,1,1,2,0.009900990099009901,0.005970166345992809,0.010000000000000009,0.010050335643973571,0.797979797979798,self_checking
deepseek-r1-distill-llama-8b,problem_2050,113,203,0.5594059405940595,1,1,1,0.0049504950495049506,0.010416755606591924,0.010000000000000009,0.20723265837324717,0.87,self_checking
deepseek-r1-distill-llama-8b,problem_2050,114,203,0.5643564356435643,1,0,0,0.0,0.27786129191806286,-0.013698630136986356,0.1972828260877841,0.6699999999999999,self_checking
deepseek-r1-distill-llama-8b,problem_2050,115,203,0.5693069306930693,0,1,2,0.009900990099009901,0.009950330643644702,0.010000000000000009,0.010050335646067225,0.53,uncertainty_management
deepseek-r1-distill-llama-8b,problem_2050,116,203,0.5742574257425742,1,1,1,0.0049504950495049506,0.00869175993861022,0.024615384615384706,0.019477818981263828,0.45999999999999996,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,117,203,0.5792079207920792,1,0,0,0.0,1.0779809339680524,-0.05128205128205132,0.8226998878192171,0.050000000000000044,uncertainty_management
deepseek-r1-distill-llama-8b,problem_2050,118,203,0.5841584158415841,0,0,0,0.0,0.02020270690244599,0.020000000000000018,0.02020270690244599,0.14,uncertainty_management
deepseek-r1-distill-llama-8b,problem_2050,119,203,0.5891089108910891,0,1,8,0.039603960396039604,0.7115894120770656,-0.03448275862068961,0.3946666639903824,0.010000000000000009,uncertainty_management
deepseek-r1-distill-llama-8b,problem_2050,120,203,0.594059405940594,1,1,7,0.034653465346534656,0.0,0.0,0.0,0.07999999999999996,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,121,203,0.599009900990099,1,1,6,0.0297029702970297,0.01801850525924828,0.020000000000000018,0.0202027071029492,0.41000000000000003,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,122,203,0.6039603960396039,1,1,5,0.024752475247524754,0.418378936319769,-0.010000000000000009,0.418378936319769,0.13,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,123,203,0.6089108910891089,1,1,4,0.019801980198019802,0.2136548512907777,-0.00020826824950537226,0.20723317026912447,0.030000000000000027,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,124,203,0.6138613861386139,1,1,3,0.01485148514851485,0.00019329736689408092,-0.0011111111111110628,5.135961912728504e-07,0.1717171717171717,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,125,203,0.6188118811881188,1,1,2,0.009900990099009901,0.20932794468850718,-0.00010101010101004615,0.20723265837324717,0.06999999999999995,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,126,203,0.6237623762376238,1,1,1,0.0049504950495049506,0.005449603491514505,0.0,0.19718232272925265,0.53,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,127,203,0.6287128712871287,1,0,0,0.0,0.009661910693443998,0.010000000000000009,0.010050335643973571,0.14141414141414144,result_consolidation
deepseek-r1-distill-llama-8b,problem_2050,128,203,0.6336633663366337,0,0,0,0.0,0.22415504300534642,-0.011235955056179803,0.1972828260877841,0.15000000000000002,uncertainty_management
deepseek-r1-distill-llama-8b,problem_2050,129,203,0.6386138613861386,1,1,5,0.024752475247524754,0.009216654877178196,0.010000000000000009,0.010050335646067225,0.020000000000000018,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,130,203,0.6435643564356436,1,1,4,0.019801980198019802,0.0030711065455927937,-0.005151515151515129,0.0,0.010000000000000009,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,131,203,0.6485148514851485,1,1,3,0.01485148514851485,0.009775125734555218,0.009785353535353591,0.010154446853855774,0.21999999999999997,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,132,203,0.6534653465346535,1,1,2,0.009900990099009901,0.4084994638388336,-0.009997938569367149,0.4084994638388336,0.14141414141414144,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,133,203,0.6584158415841584,1,1,1,0.0049504950495049506,0.2324796982953988,-0.011627906976744207,0.20151620458537525,0.15306122448979587,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,134,203,0.6633663366336634,1,0,0,0.0,0.0,0.0,0.0,0.31999999999999995,self_checking
deepseek-r1-distill-llama-8b,problem_2050,135,203,0.6683168316831684,1,0,0,0.0,0.01315808412248721,0.020000000000000018,0.02020270710078444,0.4747474747474747,self_checking
deepseek-r1-distill-llama-8b,problem_2050,136,203,0.6732673267326733,1,0,0,0.0,0.17670913345259948,-0.09090909090909094,0.40852960739494965,0.27,self_checking
deepseek-r1-distill-llama-8b,problem_2050,137,203,0.6782178217821783,1,1,2,0.009900990099009901,0.015190147955160108,0.030000000000000027,0.03045920726587578,0.45999999999999996,self_checking
deepseek-r1-distill-llama-8b,problem_2050,138,203,0.6831683168316832,1,1,1,0.0049504950495049506,0.013296821147611233,-0.020098948670377204,0.012755661333258953,0.72,self_checking
deepseek-r1-distill-llama-8b,problem_2050,139,203,0.6881188118811881,1,0,0,0.0,0.31984493884119936,-0.015625,0.20151620458537525,0.34693877551020413,result_consolidation
deepseek-r1-distill-llama-8b,problem_2050,140,203,0.693069306930693,0,0,0,0.0,0.009950330643644702,0.010000000000000009,0.010050335646067225,0.10999999999999999,uncertainty_management
deepseek-r1-distill-llama-8b,problem_2050,141,203,0.698019801980198,1,1,5,0.024752475247524754,0.20723265837324717,0.0,0.20723265837324717,0.20999999999999996,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,142,203,0.7029702970297029,1,1,4,0.019801980198019802,0.20171827221084637,-0.010204081632653073,0.1972828260877841,0.06000000000000005,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,143,203,0.7079207920792079,1,1,3,0.01485148514851485,0.01634913417219459,0.030000000000000027,0.030459206861787397,0.5,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,144,203,0.7128712871287128,1,1,2,0.009900990099009901,0.36324740082413876,-0.016949152542372836,0.5921525444762326,0.050000000000000044,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,145,203,0.7178217821782178,1,1,1,0.0049504950495049506,0.007547205328738242,0.010000000000000009,0.010050335646067225,0.24,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,146,203,0.7227722772277227,1,0,0,0.0,0.24721316539977403,-0.00170068027210879,0.20723473397062686,0.19999999999999996,result_consolidation
deepseek-r1-distill-llama-8b,problem_2050,147,203,0.7277227722772277,0,0,0,0.0,0.20151620458537525,-0.010204081632653073,0.20151620458537525,0.1428571428571429,uncertainty_management
deepseek-r1-distill-llama-8b,problem_2050,148,203,0.7326732673267327,1,1,20,0.09900990099009901,0.0,0.0,0.0,0.55,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,149,203,0.7376237623762376,1,1,19,0.09405940594059406,0.030771658445704203,0.030303030303030276,0.030771658445704203,0.303030303030303,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,150,203,0.7425742574257426,1,1,18,0.0891089108910891,0.0,0.0,0.0332928537132077,0.9696969696969697,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,151,203,0.7475247524752475,1,1,17,0.08415841584158416,0.0,0.0,0.19728385341663152,0.99,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,152,203,0.7524752475247525,1,1,16,0.07920792079207921,0.0,0.0,0.3946666639903824,0.99,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,153,203,0.7574257425742574,1,1,15,0.07425742574257425,0.0,0.0,0.0,0.6599999999999999,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,154,203,0.7623762376237624,1,1,14,0.06930693069306931,0.0,0.0,0.0,0.8200000000000001,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,155,203,0.7673267326732673,1,1,13,0.06435643564356436,0.0,0.0,0.0,0.7,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,156,203,0.7722772277227723,1,1,12,0.0594059405940594,0.005934734879461462,0.010000000000000009,0.010050335646067225,0.48,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,157,203,0.7772277227722773,1,1,11,0.054455445544554455,0.238714468971684,-0.011904761904761862,0.1972828260877841,0.12,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,158,203,0.7821782178217822,0,0,0,0.0,0.010256499959750712,0.010204081632653073,0.010256499959750712,0.39,uncertainty_management
deepseek-r1-distill-llama-8b,problem_2050,159,203,0.7871287128712872,1,1,10,0.04950495049504951,0.21333820411449586,-0.010752688172043001,0.2014136501378922,0.13265306122448983,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,160,203,0.7920792079207921,0,0,0,0.0,0.0,0.0,0.0,0.38383838383838387,uncertainty_management
deepseek-r1-distill-llama-8b,problem_2050,161,203,0.7970297029702971,1,1,9,0.04455445544554455,0.015625317598986166,0.020000000000000018,0.02020270710078444,0.16161616161616166,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,162,203,0.801980198019802,1,1,8,0.039603960396039604,0.0,0.0,0.418378936319769,0.42000000000000004,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,163,203,0.806930693069307,1,1,7,0.034653465346534656,0.0,0.0,0.20723265837324717,0.6699999999999999,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,164,203,0.8118811881188119,1,1,6,0.0297029702970297,0.0,0.0,0.0,0.8,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,165,203,0.8168316831683168,1,1,5,0.024752475247524754,0.016620879049956756,0.020000000000000018,0.010050847541843233,0.30000000000000004,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,166,203,0.8217821782178217,1,1,4,0.019801980198019802,0.01574835225158971,0.010000000000000009,0.19728333454604008,0.32999999999999996,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,167,203,0.8267326732673267,1,1,3,0.01485148514851485,0.010471297466345154,0.010000000000000009,0.0,0.21999999999999997,active_computation
deepseek-r1-distill-llama-8b,problem_2050,168,203,0.8316831683168316,1,1,2,0.009900990099009901,0.23258305814910868,-0.011627906976744207,0.19718232272925265,0.8,self_checking
deepseek-r1-distill-llama-8b,problem_2050,169,203,0.8366336633663366,1,1,1,0.0049504950495049506,0.0,0.0,0.0,0.5858585858585859,result_consolidation
deepseek-r1-distill-llama-8b,problem_2050,170,203,0.8415841584158416,1,0,0,0.0,0.0,0.0,0.0,0.51,result_consolidation
deepseek-r1-distill-llama-8b,problem_2050,171,203,0.8465346534653465,0,0,0,0.0,0.0,0.0,0.0,0.33999999999999997,uncertainty_management
deepseek-r1-distill-llama-8b,problem_2050,172,203,0.8514851485148515,1,1,1,0.0049504950495049506,0.008583743442171918,0.010000000000000009,0.010050335646067225,0.18000000000000005,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,173,203,0.8564356435643564,1,0,0,0.0,0.22133755907675523,-0.011111111111111072,0.19718232272925265,0.55,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,174,203,0.8613861386138614,0,0,0,0.0,0.0,0.0,0.0,0.303030303030303,uncertainty_management
deepseek-r1-distill-llama-8b,problem_2050,175,203,0.8663366336633663,1,1,2,0.009900990099009901,0.0,0.0,0.0,0.17000000000000004,fact_retrieval
deepseek-r1-distill-llama-8b,problem_2050,176,203,0.8712871287128713,2,1,1,0.0049504950495049506,0.007843177174947145,0.010000000000000009,0.010050335646067225,0.16000000000000003,result_consolidation
deepseek-r1-distill-llama-8b,problem_2050,177,203,0.8762376237623762,1,0,0,0.0,0.01197619040352872,0.010000000000000009,0.0,0.75,final_answer_emission
deepseek-r1-distill-llama-8b,problem_2050,178,203,0.8811881188118812,0,0,0,0.0,2.0271398339782583e-06,-0.00010101010101004615,0.0,0.030000000000000027,uncertainty_management
deepseek-r1-distill-llama-8b,problem_2050,179,203,0.8861386138613861,1,1,1,0.0049504950495049506,0.23047004240725108,-0.0011111111111110628,0.20723265837324717,0.12,fact_retrieval
